co_code,name,symbol,scripcode
25113,"BSE Metal",NULL,1124
25114,"BSE Oil & Gas",NULL,1126
25144,"Facor Alloys Ltd",NULL,532656
25145,"Facor Steels Ltd",NULL,532657
25180,"Popular Vehicles & Services Ltd",PVSL,544144
25202,"Diffusion Engineers Ltd",DIFFNKG,544264
25242,"Xchanging Solutions Ltd",XCHANGING,532616
25263,"S.A.L Steel Ltd",SALSTEEL,532604
25267,"Yes Bank Ltd",YESBANK,532648
25326,"Jagjanani Textiles Ltd",NULL,532825
25339,"MMP Industries Ltd",MMP,535071
25386,"Solar Industries India Ltd",SOLARINDS,532725
25397,"Unity Infraprojects Ltd",UNITY,532746
25457,"Impex Ferro Tech Ltd",IMPEXFERRO,532614
25459,"Puravankara Ltd",PURVA,532891
25502,"Alkali Metals Ltd",ALKALI,533029
25513,"Ashoka Buildcon Ltd",ASHOKA,533271
25537,"Entertainment Network (India) Ltd",ENIL,532700
25636,"Uniply Industries Ltd",UNIPLY,532646
25664,"Inspirisys Solutions Ltd",INSPIRISYS,532774
25711,"Rajasthan Cylinders & Containers Ltd",NULL,538707
25746,"Multi Commodity Exchange of India Ltd",MCX,534091
25767,"Syngene International Ltd",SYNGENE,539268
25775,"Bannari Amman Spinning Mills Ltd",BASML,532674
25777,"Bombay Rayon Fashions Ltd",BRFL,532678
25785,"Globus Spirits Ltd",GLOBUSSPR,533104
25805,"Ravikumar Distilleries Ltd",RKDL,533294
25807,"SMS Pharmaceuticals Ltd",SMSPHARMA,532815
25811,"Bikaji Foods International Ltd",BIKAJI,543653
25830,"GTL Infrastructure Ltd",GTLINFRA,532775
25902,"Chalet Hotels Ltd",CHALET,542399
25954,"RRP Semiconductor Ltd",NULL,504346
25991,"Skipper Ltd",SKIPPER,538562
26015,"Adhbhut Infrastructure Ltd",NULL,539189
26017,"ARC Finance Ltd",NULL,540135
26043,"Arnold Holdings Ltd",NULL,537069
26050,"Dwitiya Trading Ltd",NULL,538608
26051,"Nivaka Fashions Ltd",NULL,542206
26056,"Sarvottam Finvest Ltd",NULL,539124
26060,"Agribio Spirits Ltd",NULL,539546
26063,"Incredible Industries Ltd",INCREDIBLE,538365
26084,"Chandrima Mercantiles Ltd",NULL,540829
26095,"Darjeeling Ropeway Company Ltd",NULL,539770
26111,"Easun Capital Markets Ltd",NULL,542906
26112,"Econo Trade India Ltd",NULL,538708
26149,"Hilltone Software & Gases Ltd",NULL,544308
26178,"Gloster Ltd",GLOSTERLTD,542351
26184,"Kolte Patil Developers Ltd",KOLTEPATIL,532924
26209,"Mangalam Industrial Finance Ltd",NULL,537800
26214,"Wardwizard Innovations & Mobility Ltd",NULL,538970
26228,"Modern Engineering and Projects Ltd",NULL,539762
26241,"Neil Industries Ltd",NULL,539016
26291,"Purshottam Investofin Ltd",NULL,538647
26301,"RSD Finance Ltd",NULL,539875
26310,"Rajputana Investment & Finance Ltd",NULL,539090
26322,"Panabyte Technologies Ltd",NULL,538742
26339,"Pincon Spirit Ltd",PINCON,538771
26349,"Sellwin Traders Ltd",NULL,538875
26355,"Shalimar Agencies Ltd",NULL,539895
26357,"Sharp Investments Ltd",NULL,538212
26361,"Shiv Om Invesment & Consultancy Ltd",NULL,539833
26368,"Shree Nidhi Trading Company Ltd",NULL,540253
26370,"Shree Tulsi Online.Com Ltd",NULL,590128
26391,"Concrete Infra & Media Ltd",NULL,539266
26395,"Sangam Finserv Ltd",NULL,538714
26398,"Sujala Trading & Holdings Ltd",NULL,539117
26416,"GPT Infraprojects Ltd",GPTINFRA,533761
26420,"Thirani Projects Ltd",NULL,538464
26426,"TTI Enterprise Ltd",NULL,538597
26450,"Worth Investment & Trading Company Ltd",NULL,538451
26456,"Hubtown Ltd",HUBTOWN,532799
26503,"Saksoft Ltd",SAKSOFT,590051
26546,"Shree Hanuman Sugar & Industries Ltd",NULL,537709
26557,"Surya India Ltd",NULL,539253
26567,"BSE MidCap",NULL,1127
26568,"BSE SmallCap",NULL,1128
26579,"Kaya Ltd",KAYA,539276
26592,"Real Growth Corporation Ltd",NULL,539691
26602,"POCL Enterprises Ltd",NULL,539195
26603,"Polycab India Ltd",POLYCAB,542652
26604,"Nandan Denim Ltd",NDL,532641
26625,"Futuristic Solutions Ltd",NULL,534063
26630,"Arman Holdings Ltd",NULL,538556
26642,"Rane (Madras) Ltd",RML,532661
26648,"Nuvama Wealth Management Ltd",NUVAMA,543988
26658,"IIFL Capital Services Ltd",IIFLCAPS,542773
26670,"Taaza International Ltd",NULL,537392
26721,"Rail Vikas Nigam Ltd",RVNL,542649
26729,"Sejal Glass Ltd",SEJALLTD,532993
26753,"Nifty Bank",BANKNIFTY,532049
26760,"KM Sugar Mills Ltd",KMSUGAR,532673
26766,"Vivimed Labs Ltd",VIVIMEDLAB,532660
26768,"Nifty Energy",CNXENERY,532071
26769,"Nifty Pharma",CNXPHARMA,532074
26771,"Nifty Midcap 100",CNXMIDCAP,531772
26778,"Cyber Media Research & Services Ltd",CMRSL,535482
26780,"Dhani Services Ltd",DHANI,532960
26812,"BCL Enterprises Ltd",NULL,539621
26813,"Rohit Ferro Tech Ltd",ROHITFERRO,532731
26822,"Rajvir Industries Ltd",RAJVIR,532665
26828,"Shivam Autotech Ltd",SHIVAMAUTO,532776
26837,"Radha Madhav Corporation Ltd",RMCL,532692
26838,"Godawari Power & Ispat Ltd",GPIL,532734
26839,"Educomp Solutions Ltd",EDUCOMP,532696
26840,"Sheela Foam Ltd",SFL,540203
26853,"SORIL Infra Resources Ltd(Merged)",SORILINFRA,532679
26856,"Pratibha Industries Ltd",PRATIBHA,532718
26860,"Bartronics India Ltd",ASMS,532694
26864,"Sakuma Exports Ltd",SAKUMA,532713
26865,"Dynemic Products Ltd",DYNPRO,532707
26866,"GVK Power & Infrastructure Ltd",GVKPIL,532708
26867,"Celebrity Fashions Ltd",CELEBRITY,532695
26912,"Technocraft Industries (India) Ltd",TIIL,532804
26923,"Raj Oil Mills Ltd",ROML,533093
26994,"CL Educate Ltd",CLEDUCATE,540403
27039,"Gokul Refoils and Solvent Ltd",GOKUL,532980
27149,"Pincon Lifestyle Ltd",NULL,539007
27163,"Sonal Mercantile Ltd",NULL,538943
27176,"Nifty 100",CNX100,531275
27206,"Reliance Communications Ltd",RCOM,532712
27215,"Inditrade Capital Ltd",NULL,532745
27231,"Malu Paper Mills Ltd",MALUPAPER,532728
27242,"B.L.Kashyap & Sons Ltd",BLKASHYAP,532719
27243,"Gallantt Ispat Ltd.",GALLANTT,532726
27244,"Visa Steel Ltd",VISASTEEL,532721
27264,"Prime Focus Ltd",PFOCUS,532748
27265,"Celestial Biolabs Ltd",CELESTIAL,532871
27266,"Kewal Kiran Clothing Ltd",KKCL,532732
27272,"Supreme Infrastructure India Ltd",SUPREMEINF,532904
27273,"K E C International Ltd",KEC,532714
27275,"Lehar Footwears Ltd",NULL,532829
27297,"Emkay Global Financial Services Ltd",EMKAY,532737
27302,"Smart Finsec Ltd",NULL,539494
27305,"BMW Industries Ltd",NULL,542669
27307,"Quest Financial Services Ltd",NULL,539962
27311,"Sahyadri Industries Ltd",SAHYADRI,532841
27316,"Simplex Papers Ltd",NULL,533019
27317,"Simplex Mills Company Ltd",NULL,533018
27323,"JSW Energy Ltd",JSWENERGY,533148
27325,"JHS Svendgaard Laboratories Ltd",JHS,532771
27331,"Richa Industries Ltd",NULL,532766
27333,"Allcargo Logistics Ltd",ALLCARGO,532749
27338,"Action Construction Equipment Ltd",ACE,532762
27340,"HOV Services Ltd",HOVS,532761
27341,"Voltamp Transformers Ltd",VOLTAMP,532757
27346,"Renaissance Global Ltd",RGL,532923
27349,"Ejecta Marketing Ltd",NULL,538653
27350,"GTN Textiles Ltd",GTNTEX,532744
27352,"Real Touch Finance Ltd.",NULL,538611
27358,"BSE Dollex 100",NULL,1129
27360,"Global Vectra Helicorp Ltd",GLOBALVECT,532773
27366,"Cambridge Technology Enterprises Ltd",CTE,532801
27367,"Mahaalaxmi Texpro Ltd",ABHISHEK,532831
27375,"Sutlej Textiles and Industries Ltd",SUTLEJTEX,532782
27387,"L T Foods Ltd",LTFOODS,532783
27415,"Ruchira Papers Ltd",RUCHIRA,532785
27419,"Texmaco Rail & Engineering Ltd",TEXRAIL,533326
27437,"TGB Banquets & Hotels Ltd",TGBHOTELS,532845
27441,"Oriental Trimex Ltd",ORIENTALTL,532817
27443,"Sobha Ltd",SOBHA,532784
27482,"TV18 Broadcast Ltd",TV18BRDCST,532800
27483,"Sree Rayalaseema Hi-Strength Hypo Ltd",SRHHYPOLTD,532842
27486,"CIE Automotive India Ltd",CIEINDIA,532756
27500,"Hinduja Global Solutions Ltd",HGS,532859
27506,"Hilton Metal Forging Ltd",HILTON,532847
27528,"Autoline Industries Ltd",AUTOIND,532797
27530,"AMD Industries Ltd",AMDIND,532828
27531,"Euro Ceramics Ltd",EUROCERA,532823
27538,"Ankit Metal & Power Ltd",ANKITMETAL,532870
27539,"Cineline India Ltd",CINELINE,532807
27558,"MBL Infrastructure Ltd",MBLINFRA,533152
27576,"Nagreeka Capital & Infrastructure Ltd",NAGREEKCAP,532895
27581,"C & C Constructions Ltd",CANDC,532813
27587,"ROX Hi-Tech Ltd",ROXHITECH,27587
27594,"Astec Lifesciences Ltd",ASTEC,533138
27612,"E-Land Apparel Ltd",ELAND,532820
27614,"Pearl Global Industries Ltd",PGIL,532808
27640,"Kuantum Papers Ltd",KUANTUM,532937
27654,"MIC Electronics Ltd",MICEL,532850
27655,"Astral Ltd",ASTRAL,532830
27662,"SEL Manufacturing Company Ltd",SELMC,532886
27665,"Allied Computers International (Asia) Ltd",NULL,532919
27675,"Sun Pharma Advanced Research Company Ltd",SPARC,532872
27678,"Tarmat Ltd",TARMAT,532869
27679,"V2 Retail Ltd",V2RETAIL,532867
27696,"Kaushalya Infrastructure Development Corpn Ltd",KAUSHALYA,532925
27697,"Network 18 Media & Investments Ltd",NETWORK18,532798
27699,"Indus Fila Ltd",INDUSFILA,532821
27705,"Zee Media Corporation Ltd",ZEEMEDIA,532794
27706,"Siti Networks Ltd",SITINET,532795
27710,"Alpa Laboratories Ltd",ALPA,532878
27715,"Take Solutions Ltd",TAKE,532890
27738,"Omaxe Ltd",OMAXE,532880
27739,"Barak Valley Cements Ltd",BVCL,532916
27740,"Asahi Songwon Colors Ltd",ASAHISONG,532853
27750,"Haryana Capfin Ltd",NULL,532855
27752,"Colorchips New Media Ltd",NULL,540023
27753,"Time Technoplast Ltd",TIMETECHNO,532856
27754,"Insecticides India Ltd",INSECTICID,532851
27763,"Star Cement Ltd",STARCEMENT,540575
27768,"Nitin Fire Protection Industries Ltd",NITINFIRE,532854
27793,"Camlin Fine Sciences Ltd",CAMLINFINE,532834
27794,"Refex Industries Ltd",REFEX,532884
27797,"Nahar Capital & Financial Services Ltd",NAHARCAP,532952
27798,"Asian Granito India Ltd",ASIANTILES,532888
27800,"Embassy Developments Ltd",EMBDL,532832
27803,"Hind Commerce Ltd",NULL,538652
27828,"Housing Development & Infrastructure Ltd",HDIL,532873
27831,"Khoobsurat Ltd",NULL,535730
27870,"Jackson Investments Ltd",NULL,538422
27871,"Craftsman Automation Ltd",CRAFTSMAN,543276
27874,"CRP Risk Management Ltd",NULL,540903
27883,"Sah Polymers Ltd",SAH,543743
27896,"Magnum Ventures Ltd",MAGNUM,532896
27925,"Elin Electronics Ltd",ELIN,543725
27926,"Gokak Textiles Ltd",NULL,532957
27966,"Teamo Productions HQ Ltd",TPHQ,533048
27985,"GSS Infotech Ltd",GSS,532951
27987,"Man Infraconstruction Ltd",MANINFRA,533169
27989,"Rushil Decor Ltd",RUSHIL,533470
28003,"Kaveri Seed Company Ltd",KSCL,532899
28009,"K P R Mill Ltd",KPRMILL,532889
28011,"Motilal Oswal Financial Services Ltd",MOTILALOFS,532892
28013,"Maan Aluminium Ltd",MAANALU,532906
28015,"Niraj Cement Structurals Ltd",NIRAJ,532986
28036,"UTI - Gold Exchange Traded Fund",GOLDSHARE,590101
28041,"Burnpur Cement Ltd",BURNPUR,532931
28049,"Kiri Industries Ltd",KIRIINDUS,532967
28067,"Brahmaputra Infrastructure Ltd",NULL,535693
28069,"ZF Commercial Vehicle Control System India Ltd",ZFCVINDIA,533023
28071,"Neueon Towers Ltd",NTL,532887
28074,"Bajaj Auto Ltd",BAJAJ-AUTO,532977
28075,"Bajaj Finserv Ltd",BAJAJFINSV,532978
28131,"Capital Small Finance Bank Ltd",CAPITALSFB,544120
28145,"Metkore Alloys & Industries Ltd",METKORE,532990
28150,"Religare Enterprises Ltd",RELIGARE,532915
28152,"Crane Infrastructure Ltd",NULL,538770
28155,"BSE Realty",NULL,1131
28174,"Telogica Ltd",NULL,532975
28183,"Bang Overseas Ltd",BANG,532946
28203,"Nifty Infrastructure",CNXINFRAST,530998
28220,"Citichem India Ltd",NULL,544324
28229,"Edelweiss Financial Services Ltd",EDELWEISS,532922
28235,"Nippon India ETF Gold Bees",GOLDBEES,590095
28237,"Kotak Gold ETF",GOLD1,590097
28239,"Somi Conveyor Beltings Ltd",SOMICONVEY,533001
28243,"Mold-Tek Packaging Ltd",MOLDTKPAC,533080
28253,"Nifty Realty",CNXREALTY,531028
28254,"Nifty PSU Bank",CNXPSUBANK,531030
28258,"Kriti Nutrients Ltd",KRITINUT,533210
28267,"Tulsi Extrusions Ltd",TULSI,532948
28290,"PTC India Financial Services Ltd",PFS,533344
28291,"Khadim India Ltd",KHADIM,540775
28292,"Cords Cable Industries Ltd",CORDSCABLE,532941
28293,"eClerx Services Ltd",ECLERX,532927
28294,"Brigade Enterprises Ltd",BRIGADE,532929
28300,"J Kumar Infraprojects Ltd",JKIL,532940
28301,"OnMobile Global Ltd",ONMOBILE,532944
28303,"Nifty Midcap 50",NIFTYMID50,530050
28304,"MVL Ltd",MVL,532991
28331,"Tarapur Transformers Ltd",TARAPUR,533203
28334,"KNR Constructions Ltd",KNRCON,532942
28340,"Transformers & Rectifiers India Ltd",TARIL,532928
28363,"Greenearth Resources & Projects Ltd",AUSTRAL,533016
28365,"IRB Infrastructure Developers Ltd",IRB,532947
28369,"SEPC Ltd",SEPC,532945
28404,"7Seas Entertainment Ltd",NULL,540874
28408,"Ampvolts Ltd",NULL,535719
28410,"KD Leisures Ltd",NULL,540385
28434,"Archidply Industries Ltd",ARCHIDPLY,532994
28435,"BSE Power",NULL,1134
28441,"Vascon Engineers Ltd",VASCONEQ,533156
28573,"Resurgere Mines & Minerals India Ltd",RMMIL,533017
28574,"GB Global Ltd",GBGLOBAL,533204
28589,"D B Corp Ltd",DBCORP,533151
28590,"Shankara Building Products Ltd",SHANKARA,540425
28591,"Ramky Infrastructure Ltd",RAMKY,533262
28611,"Bafna Pharmaceuticals Ltd",BAFNAPH,532989
28612,"Birla Cotsyn India Ltd",BIRLACOT,533006
28627,"LGB Forge Ltd",LGBFORGE,533007
28638,"TVS Supply Chain Solutions Ltd",TVSSCS,543965
28647,"Nifty MNC",CNXMNC,531012
28666,"Euro Multivision Ltd",EUROMULTI,533109
28668,"Nu Tek India Ltd",NUTEK,533015
28695,"PNC Infratech Ltd",PNCINFRA,539150
28710,"CMM Infraprojects Ltd",CMMIPL,535023
28750,"Sea TV Network Ltd",NULL,533268
28764,"Juniper Hotels Ltd",JUNIPER,544129
28894,"Satchmo Holdings Ltd",NITESHEST,533202
28967,"Lotus Eye Hospital & Institute Ltd",LOTUSEYE,532998
29112,"Sastasundar Ventures Ltd",SASTASUNDR,533259
29118,"Heranba Industries Ltd",HERANBA,543266
29175,"RPG Life Sciences Ltd",RPGLIFE,532983
29187,"KSK Energy Ventures Ltd",KSK,532997
29224,"Bothra Metals & Alloys Ltd",NULL,535279
29301,"Rane Engine Valve Ltd",RANEENGINE,532988
29302,"Rane Brake Lining Ltd",RBL,532987
29303,"Sicagen India Ltd",SICAGEN,533014
29335,"Future Consumer Ltd",FCONSUMER,533400
29368,"ARSS Infrastructure Projects Ltd",ARSSINFRA,533163
29472,"Fineotex Chemical Ltd",FCL,533333
29483,"JK Agri Genetics Ltd",NULL,536493
29545,"A2Z Infra Engineering Ltd",A2ZINFRA,533292
29574,"Prakash Steelage Ltd",PRAKASHSTL,533239
29575,"Prince Pipes & Fittings Ltd",PRINCEPIPE,542907
29577,"R R Kabel Ltd",RRKABEL,543981
29706,"Shah Metacorp Ltd",SHAH,533275
29776,"VRL Logistics Ltd",VRLLOG,539118
29788,"RDB Infrastructure and Power Ltd",NULL,533285
29878,"India VIX",INDIAVIX,531641
29882,"Suryaamba Spinning Mills Ltd",NULL,533101
29932,"Tamboli Industries Ltd",NULL,533170
29971,"Ethos Ltd",ETHOSLTD,543532
30070,"Cyient DLM Ltd",CYIENTDLM,543933
30111,"Epigral Ltd",EPIGRAL,543332
30117,"Kotak S&P BSE Sensex ETF",NULL,532985
30118,"Quantum Nifty 50 ETF",QNIFTY,590110
30120,"Quantum Gold Fund ETF",QGOLDHALF,590099
30122,"Kotak Nifty PSU Bank ETF",PSUBANK,590107
30123,"Nippon India ETF Nifty PSU Bank BeES",PSUBNKBEES,590108
30124,"Nippon India ETF Nifty Bank BeES",BANKBEES,590106
30125,"Nippon India ETF Nifty Next 50 Junior BeES",JUNIORBEES,590104
30126,"Nippon India ETF Nifty 1D Rate Liquid BeES",LIQUIDBEES,590096
30127,"Innovassynth Investments Ltd",NULL,533315
30141,"Excel Realty N Infra Ltd",EXCEL,533090
30148,"Deccan Health Care Ltd",NULL,542248
30163,"Jindal Cotex Ltd",JINDCOT,533103
30178,"Yunik Managing Advisors Ltd",NULL,533149
30183,"Nifty FMCG",CNXFMCG,532132
30186,"Nifty PSE",CNXPSE,532231
30245,"Rolex Rings Ltd",ROLEXRINGS,543325
30251,"Welspun Investments & Commercials Ltd",WELINV,533252
30337,"Sreeleathers Ltd",SREEL,535601
30381,"Bengal & Assam Company Ltd",NULL,533095
30388,"Annvrridhhi Ventures Ltd",NULL,538539
30418,"Samrat Forgings Ltd",NULL,543229
30439,"String Metaverse Ltd",NULL,534535
30486,"Varroc Engineering Ltd",VARROC,541578
30734,"Boston Leasing & Finance Ltd",NULL,539274
30992,"Texmo Pipes & Products Ltd",TEXMOPIPES,533164
31438,"Delta Industrial Resources Ltd",NULL,539596
31631,"Authum Investment & Infrastructure Ltd",AIIL,539177
31632,"Crescent Leasing Ltd",NULL,539131
31785,"D-Link India Ltd",DLINKINDIA,533146
31998,"Abhishek Infraventures Ltd",NULL,539544
32219,"Funny Software Ltd",NULL,539169
32241,"Frog Cellsat Ltd",FROG,521254
32414,"Asian Hotels (East) Ltd",AHLEAST,533227
32623,"Dev Labtech Venture Ltd",NULL,543848
32948,"Kesar Terminals & Infrastructure Ltd",KTIL,533289
33159,"Interglobe Aviation Ltd",INDIGO,539448
33202,"Barbeque-Nation Hospitality Ltd",BARBEQUE,543283
33252,"Novelix Pharmaceuticals Ltd",NULL,536565
33311,"Nazara Technologies Ltd",NAZARA,543280
33370,"AAR Commercial Company Ltd",NULL,539632
33406,"Speciality Restaurants Ltd",SPECIALITY,534425
33432,"Expleo Solutions Ltd",EXPLEOSOL,533121
33444,"Kirloskar Oil Engines Ltd",KIRLOSENG,533293
33456,"Nippon India ETF Nifty 50 Shariah BeES",SHARIABEES,590109
33460,"Bhilwara Technical Textiles Ltd",NULL,533108
33583,"PC Jeweller Ltd",PCJEWELLER,534809
33609,"Shree Precoated Steels Ltd",SHPRE,533110
33648,"Ritco Logistics Ltd",RITCO,542383
33676,"ABS Marine Services Ltd",ABSMARINE,33676
33760,"Star Health & Allied Insurance Company Ltd",STARHEALTH,543412
33816,"Flexituff Ventures International Ltd",FLEXITUFF,533638
33917,"Nifty Services Sector",CNXSERVICE,531104
33921,"Nifty50 Shariah",NIFTY50SHA,535238
33926,"Nifty500 Shariah",NIFTY500SH,535239
33975,"Senco Gold Ltd",SENCO,543936
34020,"MEP Infrastructure Developers Ltd",MEP,539126
34046,"Spandana Sphoorty Financial Ltd",SPANDANA,542759
34052,"KP Green Engineering Ltd",NULL,544150
34142,"GNA Axles Ltd",GNA,540124
34162,"V-Mart Retail Ltd",VMART,534976
34242,"MTAR Technologies Ltd",MTARTECH,543270
34263,"IL&FS Transportation Networks Ltd",IL&FSTRANS,533177
34305,"Aeroflex Industries Ltd",AEROFLEX,543972
34354,"Captain Polyplast Ltd",NULL,536974
34369,"DEE Development Engineers Ltd",DEEDEV,544198
34404,"S P Apparels Ltd",SPAL,540048
34484,"Akums Drugs & Pharmaceuticals Ltd",AKUMS,544222
34495,"Tarsons Products Ltd",TARSONS,543399
34503,"Artemis Medicare Services Ltd",ARTEMISMED,542919
34518,"Emami Realty Ltd",EMAMIREAL,533218
34531,"Medplus Health Services Ltd",MEDPLUS,543427
34551,"Bright Outdoor Media Ltd",NULL,543831
34649,"Global Health Ltd",MEDANTA,543654
34663,"Jaypee Infratech Ltd",JPINFRATEC,533207
34673,"TD Power Systems Ltd",TDPOWERSYS,533553
34695,"AU Small Finance Bank Ltd",AUBANK,540611
34697,"Equitas Holdings Ltd",EQUITAS,539844
34705,"Quality Foils (India) Ltd",QFIL,34705
34737,"Marco Cables & Conductors Ltd",MARCO,34737
34768,"Sai Silks (Kalamandir) Ltd",KALAMANDIR,543989
34776,"Krishna Institute of Medical Sciences Ltd",KIMS,543308
34787,"Power Mech Projects Ltd",POWERMECH,539302
34793,"Shree Pushkar Chemicals & Fertilizers Ltd",SHREEPUSHK,539334
34819,"RattanIndia Power Ltd",RTNPOWER,533122
34869,"Supreme Engineering Ltd",SUPREMEENG,535105
34901,"Ujjivan Financial Services Ltd",UJJIVAN,539874
34917,"Ducon Infratechnologies Ltd",DUCON,534674
34918,"SBI Gold ETF",SETFGOLD,590098
34920,"Thangamayil Jewellery Ltd",THANGAMAYL,533158
34928,"Rashi Peripherals Ltd",RPTECH,544119
35008,"Veekayem Fashion & Apparels Ltd",VEEKAYEM,535463
35046,"Deem Roll-Tech Ltd",DEEM,35046
35066,"Den Networks Ltd",DEN,533137
35139,"Tega Industries Ltd",TEGA,543413
35223,"BSE IPO",NULL,1135
35224,"BF Investment Ltd",BFINVEST,533303
35318,"Akash Infraprojects Ltd",AKASH,538409
35325,"Premier Energy & Infrastructure Ltd",NULL,533100
35408,"G R Infraprojects Ltd",GRINFRA,543317
35410,"Sharda Cropchem Ltd",SHARDACROP,538666
35435,"Jyoti CNC Automation Ltd",JYOTICNC,544081
35492,"Krishana Phoschem Ltd",KRISHANA,538405
35508,"Laxmi Cotspin Ltd",LAXMICOT,538411
35595,"Emmbi Industries Ltd",EMMBI,533161
35607,"Gravita India Ltd",GRAVITA,533282
35611,"DQ Entertainment International Ltd",DQE,533176
35619,"Tejas Networks Ltd",TEJASNET,540595
35713,"Macrotech Developers Ltd",LODHA,543287
35715,"Cantabil Retail India Ltd",CANTABIL,533267
35717,"Valor Estate Ltd",DBREALTY,533160
35727,"Dixon Technologies (India) Ltd",DIXON,540699
35743,"Goenka Diamond & Jewels Ltd",GOENKA,533189
35794,"Omkar Speciality Chemicals Ltd",OMKARCHEM,533317
35806,"SKS Textiles Ltd",SKSTEXTILE,535044
35844,"True Green Bio Energy Ltd",TRUEGREEN,533407
35848,"Surana Solar Ltd",SURANASOL,533298
35919,"Indosolar Ltd",INDOSOLAR,533257
35969,"Rainbow Childrens Medicare Ltd",RAINBOW,543524
36014,"Tata Motors-DVR",TATAMTRDVR,570001
36015,"Future Enterprises-DVR",FELDVR,570002
36017,"Kalyani Investment Company Ltd",KICL,533302
36019,"Va Tech Wabag Ltd",WABAG,533269
36025,"Mahindra Logistics Ltd",MAHLOG,540768
36078,"Stanley Lifestyles Ltd",STANLEY,544202
36094,"Sarthak Metals Ltd",SMLT,540393
36101,"Mega Flex Plastics Ltd",MEGAFLEX,535472
36109,"P N Gadgil Jewellers Ltd",PNGJL,544256
36133,"Windlas Biotech Ltd",WINDLAS,543329
36162,"RPP Infra Projects Ltd",RPPINFRA,533284
36229,"Sammaan Capital Ltd",SAMMAANCAP,535789
36662,"Dilip Buildcon Ltd",DBL,540047
36888,"S V Global Mill Ltd",NULL,535621
36889,"Binny Mills Ltd",NULL,535620
37016,"Konstelec Engineers Ltd",KONSTELEC,37016
37062,"Toyam Sports Ltd",NULL,538607
37158,"Mangalam Alloys Ltd",MAL,37158
37263,"Pavna Industries Ltd",PAVNAIND,543915
37265,"Dhunseri Investments Ltd",DHUNINV,533336
37382,"Talwalkars Better value Fitness Ltd",TALWALKARS,533200
37383,"West Leisure Resorts Ltd",NULL,538382
37406,"ASL Industries Ltd",ASLIND,538418
37419,"CreditAccess Grameen Ltd",CREDITACC,541770
37434,"GPT Healthcare Ltd",GPTHEALTH,544131
37447,"Shekhawati Industries Ltd",SHEKHAWATI,533301
37716,"Techno Electric & Engineering Company Ltd",TECHNOE,542141
37752,"Dynamic Cables Ltd",DYCL,540795
37791,"SIS Ltd",SIS,540673
37832,"Eros International Media Ltd",EROSMEDIA,533261
37833,"Zee Learn Ltd",ZEELEARN,533287
37926,"Enkei Wheels India Ltd",NULL,533477
38025,"Oberoi Realty Ltd",OBEROIRLTY,533273
38133,"Bil Energy System Ltd",BILENERGY,533321
38220,"PG Electroplast Ltd",PGEL,533581
38363,"Kotak Nifty 50 ETF",NIFTY1,537708
38364,"ARCL Organics Ltd",NULL,543993
38440,"Lesha Industries Ltd",NULL,533602
38451,"Mankind Pharma Ltd",MANKIND,543904
38490,"Alacrity Securities Ltd",NULL,535916
38519,"Indo Farm Equipment Ltd",INDOFARM,544328
38564,"Yaari Digital Integrated Services Ltd",YAARI,533520
38565,"CP Capital Limited",CPCAP,533260
38599,"MAS Financial Services Ltd",MASFIN,540749
38610,"Benara Bearings & Pistons Ltd",NULL,541178
38615,"Barflex Polyfilms Ltd",BARFLEX,38615
38643,"Innovators Facade Systems Ltd",NULL,541353
38700,"Indian Terrain Fashions Ltd",INDTERRAIN,533329
38716,"Bajaj Consumer Care Ltd",BAJAJCON,533229
38761,"SRS Ltd",SRSLTD,533569
38777,"Reliance Home Finance Ltd",RHFL,540709
38868,"Bohra Industries Ltd",BOHRAIND,538413
38912,"Gandhar Oil Refinery (India) Ltd",GANDHAR,544029
38924,"Nippon India ETF Hang Seng Bees",HNGSNGBEES,590113
38927,"Niva Bupa Health Insurance Company Ltd",NIVABUPA,544286
38928,"Invesco India Gold ETF",IVZINGOLD,533172
38941,"Angel One Ltd",ANGELONE,543235
38955,"Shahlon Silk Industries Ltd",NULL,542862
38996,"Marine Electricals (India) Ltd",MARINE,535119
39068,"RDB Rasayans Ltd",NULL,533608
39082,"Karma Energy Ltd",KARMAENG,533451
39102,"Kritika Wires Ltd",KRITIKA,535116
39108,"Adani Total Gas Ltd",ATGL,542066
39126,"Eleganz Interiors Ltd",ELGNZ,39126
39209,"Airo Lam Ltd",AIROLAM,535016
39220,"Jupiter Wagons Ltd",JWL,533272
39277,"Petro Carbon & Chemicals Ltd",PCCL,39277
39324,"Ken Enterprises Ltd",KEN,39324
39378,"Sansera Engineering Ltd",SANSERA,543358
39524,"Super Fine Knitters Ltd",NULL,540269
39587,"Future Supply Chain Solutions Ltd",FSC,540798
39628,"Exicom Tele-Systems Ltd",EXICOM,544133
39642,"Universal Autofoundry Ltd",NULL,539314
39683,"Jash Engineering Ltd",JASH,544402
39716,"Orient Green Power Company Ltd",GREENPOWER,533263
39763,"Waaree Energies Ltd",WAAREEENER,544277
39858,"Latent View Analytics Ltd",LATENTVIEW,543398
39936,"Pyramid Technoplast Ltd",PYRAMID,543969
39972,"Data Patterns (India) Ltd",DATAPATTNS,543428
40098,"Interarch Building Solutions Ltd",INTERARCH,544232
40111,"Asian Hotels (West) Ltd",AHLWEST,533221
40147,"One 97 Communications Ltd",PAYTM,543396
